id,gender,age,income,became_member_on
12134,M,27.0,61000.0,2015-07-31
12135,F,73.0,87000.0,2015-09-29
12136,,,,2015-03-20
12137,M,34.0,62000.0,2017-12-18
12138,M,55.0,41000.0,2018-04-21
12139,M,45.0,50000.0,2018-04-08
12140,M,68.0,93000.0,2013-09-06
12141,M,34.0,47000.0,2017-11-21
12142,M,39.0,61000.0,2016-02-17
12143,M,58.0,72000.0,2015-08-17
12144,M,20.0,37000.0,2013-11-18
12145,F,70.0,103000.0,2017-04-07
12146,F,55.0,32000.0,2018-01-11
12147,F,70.0,96000.0,2015-07-14
12148,F,64.0,56000.0,2018-03-31
12149,F,63.0,61000.0,2017-08-13
12150,F,63.0,88000.0,2015-08-23
12151,F,19.0,32000.0,2016-07-21
12152,F,50.0,99000.0,2017-10-14
12153,F,39.0,35000.0,2014-04-15
12154,M,75.0,72000.0,2017-04-20
12155,O,44.0,44000.0,2017-10-31
12156,F,70.0,93000.0,2018-06-19
12157,M,71.0,92000.0,2016-06-05
12158,M,32.0,60000.0,2018-05-26
12159,M,58.0,65000.0,2016-02-22
12160,F,23.0,34000.0,2017-07-03
12161,F,59.0,115000.0,2018-04-29
12162,M,53.0,68000.0,2015-01-03
12163,,,,2017-03-03
12164,M,62.0,72000.0,2016-02-07
12165,F,62.0,77000.0,2018-01-27
12166,F,43.0,60000.0,2018-05-16
12167,M,27.0,62000.0,2017-07-09
12168,F,67.0,96000.0,2016-08-31
12169,M,49.0,67000.0,2017-12-11
12170,M,51.0,79000.0,2014-09-13
12171,M,50.0,62000.0,2015-12-19
12172,M,60.0,31000.0,2018-01-11
12173,F,37.0,83000.0,2017-03-02
12174,M,38.0,40000.0,2017-07-27
12175,F,28.0,64000.0,2017-11-20
12176,M,64.0,108000.0,2017-06-05
12177,,,,2017-10-15
12178,,,,2016-12-10
12179,M,37.0,49000.0,2015-03-04
12180,,,,2016-12-21
12181,F,25.0,68000.0,2018-05-27
12182,F,66.0,96000.0,2018-02-05
12183,F,74.0,112000.0,2016-08-13
12184,F,32.0,45000.0,2018-06-24
12185,F,57.0,56000.0,2015-12-02
12186,M,92.0,53000.0,2016-09-08
12187,M,24.0,57000.0,2016-10-21
12188,M,55.0,100000.0,2015-11-25
12189,M,56.0,66000.0,2014-09-11
12190,F,64.0,70000.0,2016-11-02
12191,,,,2015-06-12
12192,F,58.0,51000.0,2016-02-28
12193,,,,2018-04-24
12194,M,73.0,36000.0,2018-07-01
12195,M,78.0,94000.0,2016-05-12
12196,M,39.0,48000.0,2018-01-13
12197,M,67.0,55000.0,2015-11-08
12198,O,67.0,99000.0,2017-07-10
12199,M,21.0,58000.0,2018-02-22
12200,M,20.0,52000.0,2018-06-23
12201,M,54.0,81000.0,2018-07-12
12202,M,61.0,96000.0,2016-07-18
12203,M,63.0,88000.0,2018-01-02
12204,M,45.0,41000.0,2017-09-01
12205,F,50.0,60000.0,2017-08-30
12206,,,,2016-03-28
12207,M,42.0,30000.0,2018-07-15
12208,F,64.0,33000.0,2018-06-24
12209,M,19.0,31000.0,2017-05-06
12210,F,48.0,60000.0,2017-04-01
12211,O,56.0,72000.0,2018-02-28
12212,M,36.0,51000.0,2013-08-13
12213,,,,2016-06-02
12214,,,,2017-09-01
12215,F,20.0,46000.0,2017-10-11
12216,F,41.0,53000.0,2017-12-07
12217,,,,2017-11-10
12218,M,56.0,106000.0,2016-05-21
12219,M,57.0,66000.0,2014-02-11
12220,M,55.0,60000.0,2017-05-15
12221,F,63.0,97000.0,2016-06-19
12222,F,90.0,104000.0,2016-10-14
12223,M,19.0,39000.0,2017-10-28
12224,M,68.0,54000.0,2014-12-11
12225,M,52.0,70000.0,2018-07-11
12226,M,76.0,62000.0,2018-03-15
12227,F,64.0,100000.0,2018-03-30
12228,M,59.0,40000.0,2018-02-24
12229,F,48.0,37000.0,2018-05-23
12230,M,68.0,55000.0,2016-10-02
12231,,,,2018-05-26
12232,F,25.0,39000.0,2017-01-04
12233,M,56.0,93000.0,2018-03-08
12234,F,73.0,113000.0,2017-08-08
12235,M,72.0,96000.0,2016-05-03
12236,M,27.0,38000.0,2014-10-02
12237,M,27.0,37000.0,2018-01-25
12238,M,73.0,43000.0,2017-02-05
12239,M,50.0,53000.0,2016-11-23
12240,M,19.0,39000.0,2016-06-26
12241,,,,2018-01-18
12242,M,67.0,52000.0,2013-11-15
12243,M,27.0,41000.0,2016-06-14
12244,M,20.0,55000.0,2015-10-11
12245,M,34.0,48000.0,2018-03-01
12246,M,54.0,84000.0,2017-08-26
12247,M,44.0,51000.0,2017-12-28
12248,M,59.0,34000.0,2016-12-25
12249,M,63.0,89000.0,2017-09-26
12250,F,55.0,91000.0,2016-07-15
12251,,,,2017-11-17
12252,F,48.0,53000.0,2016-10-09
12253,M,28.0,48000.0,2016-02-27
12254,F,36.0,91000.0,2017-12-02
12255,M,46.0,71000.0,2017-10-16
12256,F,87.0,61000.0,2017-03-25
12257,M,56.0,88000.0,2016-03-25
12258,M,69.0,58000.0,2017-11-28
12259,F,47.0,57000.0,2015-09-22
12260,F,54.0,110000.0,2016-04-28
12261,F,56.0,68000.0,2018-04-30
12262,M,20.0,31000.0,2018-02-20
12263,O,49.0,64000.0,2015-04-10
12264,F,89.0,107000.0,2017-09-18
12265,F,74.0,66000.0,2017-03-12
12266,M,54.0,63000.0,2017-09-15
12267,,,,2018-01-29
12268,F,78.0,57000.0,2016-03-18
12269,,,,2017-11-15
12270,F,55.0,75000.0,2018-02-25
12271,M,45.0,94000.0,2014-06-09
12272,M,27.0,60000.0,2018-04-10
12273,M,19.0,61000.0,2014-06-19
12274,,,,2017-10-27
12275,F,63.0,103000.0,2016-06-10
12276,M,55.0,99000.0,2017-10-07
12277,M,59.0,64000.0,2016-01-29
12278,M,26.0,42000.0,2014-02-27
12279,F,70.0,97000.0,2018-04-29
12280,M,44.0,41000.0,2018-01-12
12281,F,61.0,86000.0,2017-06-11
12282,M,29.0,45000.0,2017-11-15
12283,,,,2017-10-31
12284,M,37.0,69000.0,2014-10-20
12285,M,81.0,98000.0,2018-01-15
12286,,,,2017-09-03
12287,F,92.0,94000.0,2018-06-02
12288,M,56.0,50000.0,2018-05-21
12289,F,66.0,85000.0,2016-12-01
12290,M,56.0,48000.0,2017-02-12
12291,M,61.0,73000.0,2016-03-22
12292,F,50.0,108000.0,2016-05-29
12293,F,95.0,52000.0,2016-03-19
12294,F,74.0,34000.0,2018-04-08
12295,F,36.0,73000.0,2016-11-22
12296,M,56.0,82000.0,2017-04-10
12297,F,50.0,37000.0,2015-12-26
12298,F,58.0,91000.0,2018-02-28
12299,F,83.0,86000.0,2016-07-19
12300,M,93.0,52000.0,2018-01-23
12301,,,,2016-08-24
12302,M,56.0,31000.0,2013-08-04
12303,M,43.0,74000.0,2017-05-17
12304,F,79.0,47000.0,2016-11-24
12305,F,52.0,75000.0,2016-10-11
12306,M,49.0,96000.0,2017-06-02
12307,F,35.0,60000.0,2017-08-11
12308,F,73.0,74000.0,2015-10-30
12309,O,47.0,30000.0,2017-04-17
12310,F,71.0,73000.0,2017-12-19
12311,M,48.0,71000.0,2014-11-11
12312,F,53.0,103000.0,2016-10-28
12313,F,50.0,85000.0,2016-07-13
12314,F,63.0,77000.0,2016-05-22
12315,F,75.0,35000.0,2017-03-22
12316,M,51.0,78000.0,2017-10-29
12317,M,51.0,70000.0,2018-01-01
12318,F,79.0,78000.0,2017-06-18
12319,,,,2016-12-08
12320,M,64.0,32000.0,2018-05-28
12321,M,69.0,96000.0,2018-04-24
12322,F,49.0,81000.0,2017-06-28
12323,F,74.0,104000.0,2017-02-11
12324,F,53.0,83000.0,2015-09-12
12325,M,56.0,63000.0,2015-07-02
12326,M,40.0,86000.0,2017-01-31
12327,F,59.0,88000.0,2018-07-26
12328,F,55.0,87000.0,2015-07-30
12329,F,80.0,61000.0,2017-01-26
12330,M,32.0,53000.0,2018-05-03
12331,F,48.0,114000.0,2017-06-09
12332,M,58.0,99000.0,2017-11-22
12333,M,79.0,76000.0,2016-07-11
12334,,,,2018-01-24
12335,M,37.0,67000.0,2018-02-23
12336,M,69.0,67000.0,2017-01-07
12337,M,70.0,59000.0,2016-08-27
12338,M,66.0,66000.0,2014-10-21
12339,M,34.0,31000.0,2016-09-22
12340,F,63.0,70000.0,2017-04-13
12341,,,,2017-11-13
12342,F,21.0,40000.0,2018-06-21
12343,F,51.0,90000.0,2017-05-08
12344,,,,2017-04-02
12345,,,,2018-03-24
12346,M,55.0,113000.0,2017-09-24
12347,F,47.0,59000.0,2018-05-05
12348,M,23.0,73000.0,2014-05-25
12349,M,46.0,78000.0,2018-05-31
12350,F,93.0,73000.0,2017-09-14
12351,F,69.0,78000.0,2016-03-16
12352,F,58.0,50000.0,2018-07-05
12353,F,55.0,76000.0,2017-12-01
12354,F,43.0,36000.0,2016-11-22
12355,F,59.0,74000.0,2018-03-27
12356,,,,2017-03-22
12357,F,51.0,58000.0,2017-01-04
12358,M,43.0,64000.0,2017-10-02
12359,F,59.0,55000.0,2017-10-13
12360,,,,2018-04-19
12361,F,57.0,54000.0,2017-08-08
12362,M,23.0,69000.0,2016-12-23
12363,F,70.0,72000.0,2017-11-29
12364,F,62.0,62000.0,2017-05-31
12365,M,64.0,57000.0,2017-07-23
12366,F,87.0,47000.0,2017-03-15
12367,F,69.0,50000.0,2015-12-16
12368,M,46.0,61000.0,2017-04-21
12369,M,18.0,67000.0,2015-08-31
12370,F,94.0,85000.0,2017-03-26
12371,M,31.0,54000.0,2017-09-23
12372,F,61.0,88000.0,2017-07-09
12373,M,58.0,60000.0,2014-10-30
12374,M,24.0,72000.0,2017-10-17
12375,M,52.0,67000.0,2018-06-29
12376,F,53.0,61000.0,2016-10-29
12377,M,45.0,49000.0,2017-06-21
12378,M,26.0,68000.0,2014-09-24
12379,M,47.0,59000.0,2017-09-23
12380,M,62.0,33000.0,2018-06-26
12381,F,58.0,62000.0,2018-01-11
12382,M,50.0,60000.0,2018-01-07
12383,F,34.0,45000.0,2018-05-15
12384,,,,2015-09-10
12385,M,27.0,42000.0,2018-03-23
12386,F,53.0,94000.0,2017-11-13
12387,M,79.0,93000.0,2017-05-20
12388,M,33.0,73000.0,2017-07-09
12389,F,75.0,67000.0,2016-04-07
12390,M,50.0,51000.0,2015-09-27
12391,M,30.0,71000.0,2018-02-23
12392,M,62.0,30000.0,2017-09-26
12393,,,,2018-06-30
12394,F,86.0,99000.0,2018-04-28
12395,M,58.0,57000.0,2017-05-01
12396,M,64.0,38000.0,2017-09-24
12397,,,,2017-10-19
12398,F,60.0,90000.0,2016-04-22
12399,F,65.0,73000.0,2017-08-05
12400,M,54.0,35000.0,2018-01-21
12401,F,59.0,36000.0,2017-09-15
12402,F,52.0,108000.0,2016-11-11
12403,M,66.0,52000.0,2016-08-04
12404,,,,2018-03-03
12405,M,56.0,113000.0,2015-10-18
12406,F,86.0,75000.0,2016-08-28
12407,M,33.0,45000.0,2018-01-25
12408,F,91.0,39000.0,2016-12-17
12409,F,43.0,31000.0,2017-03-25
12410,M,40.0,40000.0,2018-01-30
12411,,,,2017-09-10
12412,M,52.0,41000.0,2017-06-16
12413,F,58.0,71000.0,2015-12-11
12414,F,62.0,95000.0,2016-07-29
12415,F,61.0,112000.0,2016-07-04
12416,F,67.0,50000.0,2015-11-23
12417,M,30.0,31000.0,2017-07-29
12418,M,24.0,35000.0,2017-11-16
12419,F,42.0,81000.0,2014-12-10
12420,F,43.0,72000.0,2018-01-29
12421,M,56.0,50000.0,2017-08-25
12422,F,53.0,41000.0,2018-07-24
12423,F,76.0,79000.0,2018-03-18
12424,,,,2016-06-27
12425,M,38.0,71000.0,2017-04-11
12426,,,,2018-03-05
12427,M,44.0,45000.0,2017-07-30
12428,F,59.0,112000.0,2016-05-09
12429,M,49.0,84000.0,2017-11-23
12430,F,47.0,48000.0,2017-09-20
12431,M,53.0,73000.0,2017-01-01
12432,F,51.0,72000.0,2017-11-08
12433,,,,2015-08-31
12434,F,54.0,99000.0,2016-02-10
12435,F,43.0,51000.0,2015-10-16
12436,M,78.0,36000.0,2018-04-14
12437,F,28.0,50000.0,2017-07-08
12438,M,59.0,51000.0,2014-10-27
12439,F,48.0,90000.0,2017-12-05
12440,F,60.0,100000.0,2018-05-11
12441,M,58.0,61000.0,2016-07-16
12442,M,24.0,59000.0,2017-07-09
12443,M,55.0,67000.0,2017-04-04
12444,F,57.0,99000.0,2018-03-28
12445,M,51.0,42000.0,2017-02-12
12446,M,45.0,42000.0,2018-05-03
12447,M,50.0,111000.0,2015-10-04
12448,M,66.0,50000.0,2018-06-27
12449,F,48.0,85000.0,2016-02-01
12450,M,56.0,51000.0,2014-02-04
12451,F,53.0,85000.0,2017-03-30
12452,F,45.0,60000.0,2017-12-09
12453,F,33.0,67000.0,2018-01-19
12454,F,70.0,57000.0,2016-07-10
12455,F,65.0,34000.0,2015-08-09
12456,M,63.0,45000.0,2017-12-23
12457,M,70.0,76000.0,2018-01-21
12458,M,67.0,97000.0,2015-12-20
12459,,,,2018-03-13
12460,F,82.0,109000.0,2018-06-30
12461,M,58.0,68000.0,2015-10-19
12462,M,68.0,60000.0,2016-12-29
12463,F,73.0,74000.0,2015-11-28
12464,F,81.0,50000.0,2014-11-08
12465,F,64.0,61000.0,2018-05-24
12466,F,67.0,81000.0,2015-09-09
12467,F,75.0,70000.0,2017-11-09
12468,M,58.0,76000.0,2018-01-16
12469,M,67.0,77000.0,2018-02-26
12470,M,21.0,31000.0,2018-03-20
12471,M,77.0,56000.0,2016-12-25
12472,F,47.0,80000.0,2015-09-10
12473,M,48.0,35000.0,2018-05-06
12474,F,64.0,111000.0,2017-10-03
12475,M,29.0,41000.0,2017-09-03
12476,F,56.0,104000.0,2018-06-17
12477,M,59.0,44000.0,2017-08-20
12478,M,73.0,57000.0,2018-05-11
12479,F,42.0,33000.0,2018-07-22
12480,F,91.0,118000.0,2017-12-25
12481,F,83.0,90000.0,2017-04-22
12482,F,60.0,73000.0,2016-09-28
12483,M,40.0,74000.0,2016-06-24
12484,F,49.0,100000.0,2017-03-18
12485,,,,2016-07-27
12486,F,60.0,70000.0,2018-03-17
12487,F,65.0,71000.0,2017-11-29
12488,M,57.0,72000.0,2016-06-28
12489,M,24.0,54000.0,2017-07-06
12490,F,81.0,40000.0,2016-03-13
12491,F,51.0,55000.0,2017-04-04
12492,M,73.0,84000.0,2017-07-11
12493,M,53.0,56000.0,2018-05-29
12494,F,68.0,108000.0,2015-08-05
12495,M,48.0,96000.0,2017-10-19
12496,M,81.0,85000.0,2016-09-28
12497,F,75.0,87000.0,2018-04-25
12498,F,36.0,70000.0,2014-09-09
12499,M,48.0,40000.0,2017-11-22
12500,M,53.0,54000.0,2017-12-24
12501,F,68.0,62000.0,2018-05-13
12502,F,56.0,93000.0,2015-10-18
12503,,,,2017-05-20
12504,M,87.0,45000.0,2017-11-08
12505,F,62.0,76000.0,2016-04-23
12506,F,62.0,98000.0,2016-01-26
12507,M,55.0,38000.0,2017-12-04
12508,M,57.0,90000.0,2017-08-12
12509,F,45.0,69000.0,2016-01-01
12510,F,48.0,85000.0,2017-09-02
12511,F,24.0,67000.0,2015-02-27
12512,M,59.0,63000.0,2017-08-12
12513,F,55.0,50000.0,2016-11-12
12514,,,,2017-10-17
12515,F,82.0,65000.0,2017-12-01
12516,,,,2016-05-12
12517,M,30.0,40000.0,2016-09-10
12518,,,,2018-06-19
12519,,,,2017-04-16
12520,F,72.0,49000.0,2017-07-30
12521,M,42.0,84000.0,2016-06-29
12522,F,61.0,56000.0,2016-10-18
12523,,,,2015-10-28
12524,F,65.0,46000.0,2017-12-12
12525,F,53.0,54000.0,2018-03-14
12526,,,,2017-12-01
12527,M,49.0,75000.0,2015-11-22
12528,,,,2017-07-07
12529,F,68.0,100000.0,2017-11-11
12530,F,78.0,92000.0,2015-12-22
12531,M,41.0,57000.0,2018-07-12
12532,F,56.0,118000.0,2016-07-15
12533,M,49.0,62000.0,2014-10-02
12534,M,23.0,53000.0,2017-06-14
12535,M,51.0,39000.0,2017-10-10
12536,,,,2018-06-24
12537,M,48.0,56000.0,2014-06-30
12538,M,44.0,64000.0,2017-08-02
12539,M,54.0,113000.0,2016-04-16
12540,M,83.0,99000.0,2016-01-03
12541,F,51.0,67000.0,2018-01-23
12542,F,63.0,76000.0,2017-12-20
12543,,,,2014-01-27
12544,M,53.0,32000.0,2017-10-16
12545,F,66.0,95000.0,2016-03-30
12546,F,87.0,62000.0,2017-03-15
12547,M,48.0,60000.0,2018-04-12
12548,M,69.0,83000.0,2018-01-17
12549,F,67.0,61000.0,2017-10-29
12550,F,59.0,93000.0,2016-11-05
12551,M,41.0,88000.0,2018-06-03
12552,,,,2017-07-26
12553,F,60.0,45000.0,2018-05-20
12554,M,62.0,71000.0,2018-01-04
12555,F,54.0,30000.0,2017-07-13
12556,M,62.0,44000.0,2017-09-12
12557,,,,2017-04-14
12558,M,64.0,65000.0,2017-10-17
12559,F,33.0,44000.0,2018-05-17
12560,F,20.0,73000.0,2017-10-03
12561,F,49.0,50000.0,2018-07-26
12562,M,46.0,72000.0,2013-09-17
12563,M,23.0,41000.0,2017-11-18
12564,M,71.0,33000.0,2018-01-07
12565,,,,2016-03-21
12566,,,,2015-08-24
12567,M,72.0,67000.0,2018-02-02
12568,,,,2018-03-05
12569,F,72.0,76000.0,2018-03-06
12570,F,56.0,30000.0,2017-10-09
12571,,,,2015-10-24
12572,F,90.0,57000.0,2016-08-01
12573,,,,2016-10-21
12574,M,53.0,56000.0,2015-05-28
12575,,,,2018-01-05
12576,M,58.0,75000.0,2018-03-23
12577,F,54.0,118000.0,2017-02-18
12578,F,39.0,99000.0,2015-10-09
12579,M,52.0,45000.0,2018-04-05
12580,M,57.0,101000.0,2017-09-12
12581,,,,2017-02-13
12582,M,47.0,73000.0,2017-08-28
12583,M,73.0,32000.0,2017-11-15
12584,M,51.0,68000.0,2015-02-27
12585,F,62.0,49000.0,2017-08-21
12586,,,,2016-07-13
12587,F,33.0,37000.0,2017-08-06
12588,M,68.0,39000.0,2017-12-27
12589,M,57.0,109000.0,2017-11-14
12590,M,66.0,60000.0,2017-08-26
12591,F,51.0,105000.0,2017-12-11
12592,M,73.0,62000.0,2017-11-07
12593,M,58.0,108000.0,2017-10-26
12594,M,31.0,50000.0,2013-08-27
12595,M,41.0,69000.0,2015-11-14
12596,F,55.0,113000.0,2017-12-15
12597,M,62.0,54000.0,2017-08-02
12598,M,69.0,57000.0,2017-07-13
12599,F,91.0,64000.0,2017-08-04
12600,,,,2016-02-23
12601,F,94.0,44000.0,2017-01-28
12602,M,54.0,71000.0,2017-01-18
12603,M,77.0,96000.0,2018-01-13
12604,F,53.0,40000.0,2017-10-25
12605,F,52.0,78000.0,2018-02-19
12606,M,43.0,69000.0,2015-11-05
12607,,,,2018-04-27
12608,F,49.0,80000.0,2017-11-05
12609,M,33.0,51000.0,2017-11-04
12610,F,62.0,56000.0,2016-03-12
12611,F,59.0,62000.0,2016-12-28
12612,F,49.0,83000.0,2016-04-18
12613,M,77.0,109000.0,2017-12-24
12614,M,47.0,37000.0,2016-03-24
12615,,,,2016-10-14
12616,M,19.0,36000.0,2018-05-23
12617,F,31.0,59000.0,2017-09-28
12618,F,61.0,64000.0,2018-05-04
12619,M,33.0,62000.0,2014-11-24
12620,,,,2017-09-29
12621,F,70.0,113000.0,2018-07-15
12622,M,56.0,40000.0,2018-04-27
12623,F,45.0,99000.0,2014-03-17
12624,,,,2016-12-15
12625,M,50.0,38000.0,2018-06-04
12626,F,73.0,73000.0,2017-03-21
12627,,,,2016-04-09
12628,F,71.0,117000.0,2016-02-16
12629,F,70.0,47000.0,2017-08-22
12630,F,53.0,96000.0,2017-04-20
12631,,,,2017-10-05
12632,,,,2017-07-11
12633,M,20.0,72000.0,2017-06-30
12634,M,61.0,79000.0,2015-11-02
12635,F,50.0,100000.0,2017-09-03
12636,M,39.0,63000.0,2017-08-17
12637,M,18.0,68000.0,2015-07-30
12638,F,66.0,57000.0,2017-07-27
12639,F,50.0,93000.0,2018-05-26
12640,,,,2017-07-28
12641,M,64.0,76000.0,2017-07-29
12642,,,,2018-04-23
12643,F,56.0,74000.0,2015-12-09
12644,O,54.0,52000.0,2017-11-09
12645,F,66.0,33000.0,2017-11-24
12646,M,53.0,45000.0,2017-08-20
12647,F,51.0,71000.0,2017-12-13
12648,M,52.0,74000.0,2018-02-26
12649,F,52.0,80000.0,2018-06-30
12650,M,92.0,106000.0,2016-09-29
12651,M,26.0,53000.0,2018-05-10
12652,M,59.0,69000.0,2016-04-29
12653,M,55.0,35000.0,2017-04-25
12654,M,57.0,61000.0,2016-07-09
12655,M,62.0,60000.0,2018-01-14
12656,F,64.0,69000.0,2016-12-01
12657,,,,2016-08-03
12658,F,61.0,56000.0,2017-12-14
12659,M,26.0,31000.0,2017-10-08
12660,M,22.0,41000.0,2015-09-15
12661,F,65.0,114000.0,2015-12-20
12662,M,50.0,82000.0,2015-01-25
12663,M,71.0,64000.0,2018-01-27
12664,M,39.0,63000.0,2018-06-19
12665,F,40.0,42000.0,2016-02-28
12666,F,60.0,96000.0,2017-06-01
12667,M,71.0,31000.0,2015-03-16
12668,M,46.0,65000.0,2018-05-11
12669,M,59.0,110000.0,2015-12-07
12670,F,72.0,55000.0,2015-02-02
12671,M,53.0,33000.0,2017-09-16
12672,M,73.0,66000.0,2017-02-25
12673,M,23.0,39000.0,2014-02-25
12674,F,64.0,60000.0,2018-02-24
12675,F,56.0,47000.0,2018-05-01
12676,M,57.0,55000.0,2017-08-21
12677,M,64.0,55000.0,2017-11-05
12678,F,39.0,37000.0,2018-05-12
12679,F,79.0,105000.0,2017-06-28
12680,F,76.0,47000.0,2016-10-11
12681,M,22.0,56000.0,2018-05-08
12682,M,39.0,37000.0,2017-12-24
12683,F,55.0,54000.0,2018-04-13
12684,M,28.0,37000.0,2016-01-19
12685,M,51.0,84000.0,2018-01-19
12686,M,41.0,77000.0,2016-01-09
12687,M,74.0,80000.0,2017-06-29
12688,M,35.0,60000.0,2017-12-24
12689,M,57.0,97000.0,2017-10-25
12690,O,68.0,43000.0,2017-12-11
12691,M,79.0,66000.0,2015-10-07
12692,F,62.0,97000.0,2017-08-28
12693,F,68.0,93000.0,2017-02-24
12694,F,39.0,32000.0,2017-09-09
12695,,,,2014-11-11
12696,,,,2016-12-16
12697,,,,2017-09-28
12698,M,44.0,89000.0,2018-01-16
12699,M,63.0,68000.0,2014-01-31
12700,M,56.0,87000.0,2018-02-12
12701,F,41.0,33000.0,2017-03-29
12702,M,56.0,79000.0,2015-11-06
12703,M,66.0,56000.0,2018-01-25
12704,M,82.0,81000.0,2018-03-26
12705,F,44.0,64000.0,2016-04-07
12706,M,36.0,56000.0,2016-05-28
12707,M,67.0,35000.0,2013-09-29
12708,M,55.0,58000.0,2017-08-06
12709,F,58.0,81000.0,2017-02-20
12710,F,82.0,82000.0,2017-12-14
12711,M,25.0,34000.0,2017-10-25
12712,F,75.0,64000.0,2017-10-31
12713,M,53.0,74000.0,2013-08-22
12714,M,37.0,49000.0,2017-12-15
12715,M,67.0,57000.0,2016-08-07
12716,F,26.0,44000.0,2016-08-30
12717,F,65.0,72000.0,2018-05-02
12718,M,67.0,51000.0,2017-11-27
12719,F,23.0,73000.0,2018-04-27
12720,,,,2016-09-24
12721,M,86.0,66000.0,2018-06-15
12722,M,48.0,66000.0,2014-05-15
12723,F,59.0,68000.0,2016-04-07
12724,M,64.0,80000.0,2015-09-22
12725,M,55.0,34000.0,2016-03-07
12726,F,88.0,80000.0,2017-02-21
12727,,,,2017-03-01
12728,F,64.0,60000.0,2015-01-30
12729,M,64.0,98000.0,2017-10-02
12730,F,80.0,31000.0,2017-10-11
12731,M,77.0,81000.0,2015-09-30
12732,,,,2017-11-29
12733,,,,2018-05-19
12734,M,32.0,32000.0,2018-03-25
12735,F,52.0,73000.0,2017-10-13
12736,M,61.0,31000.0,2015-12-05
12737,M,57.0,83000.0,2016-01-03
12738,,,,2016-03-24
12739,M,76.0,54000.0,2016-12-15
12740,M,57.0,42000.0,2018-05-31
12741,M,20.0,72000.0,2018-07-05
12742,M,69.0,67000.0,2017-10-10
12743,F,78.0,73000.0,2018-06-05
12744,M,63.0,51000.0,2018-01-25
12745,,,,2015-08-28
12746,O,39.0,89000.0,2016-11-17
12747,F,43.0,58000.0,2016-04-01
12748,M,20.0,39000.0,2018-06-05
12749,M,40.0,61000.0,2017-07-28
12750,M,62.0,80000.0,2016-08-25
12751,M,57.0,66000.0,2018-01-06
12752,F,50.0,107000.0,2017-04-08
12753,F,54.0,79000.0,2018-06-24
12754,,,,2015-10-12
12755,M,45.0,52000.0,2016-11-06
12756,M,32.0,38000.0,2015-02-16
12757,M,54.0,36000.0,2018-03-25
12758,M,45.0,32000.0,2017-11-21
12759,M,62.0,116000.0,2018-04-19
12760,,,,2016-08-17
12761,M,61.0,36000.0,2016-06-08
12762,M,68.0,95000.0,2018-02-06
12763,F,44.0,53000.0,2016-10-23
12764,M,66.0,39000.0,2015-09-05
12765,F,65.0,70000.0,2017-06-21
12766,M,58.0,41000.0,2018-07-08
12767,,,,2017-05-02
12768,M,55.0,65000.0,2014-09-20
12769,M,58.0,42000.0,2017-03-06
12770,M,51.0,39000.0,2014-07-25
12771,F,56.0,40000.0,2018-06-14
12772,,,,2018-01-25
12773,F,21.0,45000.0,2016-08-19
12774,F,65.0,74000.0,2016-01-18
12775,,,,2015-10-06
12776,,,,2017-07-02
12777,F,40.0,61000.0,2017-08-01
12778,M,29.0,61000.0,2018-03-17
12779,M,68.0,31000.0,2017-09-10
12780,M,29.0,45000.0,2017-10-07
12781,F,27.0,65000.0,2015-12-22
12782,M,18.0,43000.0,2017-12-26
12783,M,73.0,97000.0,2017-07-25
12784,M,42.0,47000.0,2018-07-08
12785,F,56.0,52000.0,2018-07-16
12786,,,,2016-10-21
12787,,,,2018-03-17
12788,M,67.0,71000.0,2017-03-13
12789,M,60.0,52000.0,2017-09-04
12790,F,57.0,75000.0,2015-11-04
12791,F,91.0,74000.0,2016-02-15
12792,M,56.0,52000.0,2016-10-19
12793,F,64.0,73000.0,2017-10-30
12794,,,,2016-03-01
12795,M,55.0,45000.0,2017-10-25
12796,M,95.0,51000.0,2018-07-25
12797,,,,2017-12-07
12798,F,53.0,72000.0,2018-02-28
12799,M,26.0,45000.0,2014-08-11
12800,M,48.0,47000.0,2017-09-01
12801,M,71.0,68000.0,2017-12-15
12802,M,53.0,118000.0,2017-04-06
12803,M,53.0,74000.0,2017-11-05
12804,M,67.0,53000.0,2017-11-23
12805,F,72.0,56000.0,2018-06-03
12806,,,,2017-10-27
12807,M,35.0,66000.0,2016-03-26
12808,M,48.0,43000.0,2015-02-16
12809,M,54.0,82000.0,2018-06-26
12810,M,45.0,63000.0,2017-06-20
12811,M,61.0,37000.0,2018-02-14
12812,M,81.0,63000.0,2018-02-14
12813,F,47.0,70000.0,2017-07-30
12814,M,71.0,74000.0,2017-12-12
12815,F,64.0,61000.0,2016-05-07
12816,M,62.0,85000.0,2018-01-24
12817,F,37.0,46000.0,2017-12-19
12818,F,68.0,42000.0,2017-04-19
12819,M,31.0,63000.0,2017-11-22
12820,M,58.0,55000.0,2017-11-26
12821,M,74.0,96000.0,2017-05-10
12822,M,64.0,70000.0,2015-09-15
12823,M,70.0,99000.0,2018-01-12
12824,,,,2016-07-15
12825,F,52.0,85000.0,2015-10-29
12826,M,25.0,47000.0,2016-05-12
12827,M,55.0,81000.0,2017-11-14
12828,M,51.0,56000.0,2018-07-17
12829,M,38.0,37000.0,2015-05-30
12830,M,52.0,75000.0,2018-05-09
12831,F,29.0,31000.0,2017-09-26
12832,F,63.0,71000.0,2016-02-14
